Event,Link,Price,Max
Lezing Wijchen/Heelhuids het schooljaar door,https://www.eventbrite.nl/e/tickets-lezing-wijchenheelhuids-het-schooljaar-door-63330740951?aff=ebdssbdestsearch,€ 12,12.0
Ahoy Trombone Clinic 2019,https://www.eventbrite.nl/e/tickets-ahoy-trombone-clinic-2019-59879366798?aff=ebdssbdestsearch,"€ 17,50",17.5
Theatershow: 'Alles uit de kast!',https://www.eventbrite.nl/e/tickets-theatershow-alles-uit-de-kast-63752420205?aff=ebdssbdestsearch,"€ 11,20",11.2
Extra Show: Albert Lee 75th Birthday Tour @ De Cactus,https://www.eventbrite.nl/e/tickets-extra-show-albert-lee-75th-birthday-tour-de-cactus-62120705703?aff=ebdssbdestsearch,"€ 27,04",27.04
MAP Expo 2019,https://www.eventbrite.nl/e/map-expo-2019-tickets-63635274820?aff=ebdssbdestsearch,€20 – €35,35.0
Bluesdag: Finale Dutch Blues Challenge 2019 en Dutch Blues Awards,https://www.eventbrite.nl/e/tickets-bluesdag-finale-dutch-blues-challenge-2019-en-dutch-blues-awards-60704761576?aff=ebdssbdestsearch,"€ 0 – € 12,50",12.5
KCS in Action: Tech Writers and KCS,https://www.eventbrite.com/e/kcs-in-action-tech-writers-and-kcs-registration-66968816533?aff=ebdssbdestsearch,Free,0.0
Geef nooit korting,https://www.eventbrite.nl/e/tickets-geef-nooit-korting-54910659260?aff=ebdssbdestsearch,"€ 79,95 – € 98,95",98.95
Q Music Foute Party,https://www.eventbrite.nl/e/tickets-q-music-foute-party-69275698479?aff=ebdssbdestsearch,Gratis,0.0
MOGEN WE MISSCHIEN,https://www.eventbrite.nl/e/tickets-mogen-we-misschien-62202445188?aff=ebdssbdestsearch,"€ 12,50 – € 15",15.0
Amsterdam Women in Tech Regatta 2019,https://www.eventbrite.com/e/amsterdam-women-in-tech-regatta-2019-tickets-62152652256?aff=ebdssbdestsearch,€158.19 – €232.04,232.04
AMSTERDAM TECH JOB FAIR AUTUMN 2019,https://www.eventbrite.co.uk/e/amsterdam-tech-job-fair-autumn-2019-tickets-53543227234?aff=ebdssbdestsearch,"€0 – €2,038.74",2038.74
Sterk Groningen! Kenniscongres over leefbaarheid en techniek,https://www.eventbrite.nl/e/tickets-sterk-groningen-kenniscongres-over-leefbaarheid-en-techniek-67003502279?aff=ebdssbdestsearch,Gratis,0.0
UITVERKOCHT! Sunday Jazz  Open Mic Jazz Jam: Nog n keer Lils Mackintosh,https://www.eventbrite.nl/e/tickets-uitverkocht-sunday-jazz-open-mic-jazz-jam-nog-een-keer-lils-mackintosh-65373627279?aff=ebdssbdestsearch,Gratis,0.0
TESTJam! A conference for testers by testers,https://www.eventbrite.nl/e/testjam-a-conference-for-testers-by-testers-tickets-59516901655?aff=ebdssbdestsearch,Free,0.0
Mega Teenage Party! met STUK,https://www.eventbrite.nl/e/tickets-mega-teenage-party-met-stuk-65421723135?aff=ebdssbdestsearch,"€ 11,08",11.08
27-29 September 2019 | Ashtanga Yoga Weekend Immersion | Laruga Glaser,https://www.eventbrite.nl/e/tickets-27-29-september-2019-ashtanga-yoga-weekend-immersion-laruga-glaser-63510007141?aff=ebdssbdestsearch,"€ 95,55 – € 263,30",263.3
Van den Assem's (na)zomeravond,https://www.eventbrite.nl/e/tickets-van-den-assems-nazomeravond-64221095024?aff=ebdssbdestsearch,"€ 29,95 – € 34,94",34.94
Muse by Lehar & Musumeci,https://www.eventbrite.nl/e/tickets-muse-by-lehar-musumeci-69770939759?aff=ebdssbdestsearch,€ 20 – € 25,25.0
UNIweek Day 7: Lasergame Hotel [Extra Event] ,https://www.eventbrite.nl/e/tickets-uniweek-day-7-lasergame-hotel-extra-event-66884097135?aff=ebdssbdestsearch,"€ 0 – € 5,56",5.56
